86,95
86,87
81,90
86,95
86,95
86,95
86,95
87,95
86,95
81,95
81,95
81,96
81,90
87,87
81,87
86,87
86,95
81,87
86,90
86,95
81,92
81,87
86,87
87,95
87,95
86,90
81,101
92,86
81,87
87,95
81,90
87,96
86,81
87,92
81,87
81,87
81,92
81,95
87,101
95,87
86,92
87,87
81,86
81,86
86,95
81,86
81,87
81,92
81,87
86,86
87,95
86,90
86,95
87,87
87,90
86,87
87,86
86,86
92,95
86,90
92,92
86,90
92,86
86,95
86,86
86,95
87,81
81,81
86,92
81,81
86,87
81,87
90,95
86,87
81,81
87,81
81,101
86,86
81,101
95,90
87,101
81,96
87,86
81,90
87,95
87,92
92,87
87,86
86,90
87,87
81,95
87,87
81,92
81,87
87,92
87,81
81,81
87,95
87,
81,
87,
81,
86,
86,
87,
81,
81,
92,
86,
86,
86,
81,
87,
81,
87,
81,
92,
81,
86,
81,
87,
81,
87,
87,
81,
81,
81,
87,
87,
87,
90,
81,
86,
86,
86,
81,
86,
87,
86,
81,
81,
81,
81,
86,
81,
90,
87,
81,
87,
86,
86,
86,
81,
87,
87,
81,
86,
81,
81,
87,
81,
81,
81,
90,
87,
92,
81,
87,
86,
87,
87,
81,
86,
81,
81,
86,
86,
87,
81,
86,
81,
86,
87,
87,
87,
87,
81,
87,
81,
81,
81,
81,
86,
81,
87,
86,
81,
81,
87,
87,
86,
86,
81,
81,
92,
87,
81,
87,
81,
86,
81,
86,
87,
86,
86,
81,
81,
81,
81,
87,
81,
87,
87,
81,
81,
87,
86,
86,
81,
81,
86,
87,
87,
81,
87,
81,
81,
87,
81,
87,
81,
87,
81,
87,
86,
87,
87,
81,
81,
81,
81,
86,
87,
87,
81,
87,
87,
92,
87,
92,
81,
81,
86,
81,
87,
86,
81,
87,
81,
87,
86,
86,
95,
87,
92,
87,
87,
87,
81,
86,
86,
87,
86,
92,
81,
87,
81,
86,
81,
81,
86,
81,
86,
81,
86,
87,
81,
81,
87,
86,
81,
81,
86,
92,
81,
86,
87,
87,
87,
87,
81,
86,
86,
81,
81,
86,
87,
86,
87,
86,
87,
81,
81,
87,
81,
81,
81,
86,
81,
81,
87,
92,
92,
86,
81,
87,
81,
81,
87,
87,
87,
81,
92,
81,
86,
87,
86,
87,
86,
81,
86,
90,
81,
87,
81,
81,
81,
87,
86,
81,
86,
81,
87,
86,
87,
87,
86,
87,
81,
87,
81,
86,
87,
86,
87,
81,
87,
81,
86,
87,
81,
81,
86,
81,
81,
81,
81,
81,
87,
81,
81,
87,
81,
81,
81,
81,
87,
86,
86,
87,
87,
95,
86,
90,
90,
86,
87,
81,
87,
81,
86,
87,
86,
87,
86,
87,
87,
87,
81,
92,
81,
86,
87,
86,
86,
87,
87,
81,
86,
92,
87,
81,
87,
81,
81,
81,
87,
86,
81,
81,
87,
81,
81,
87,
86,
81,
81,
86,
81,
81,
81,
87,
81,
81,
81,
87,
87,
95,
81,
81,
81,
86,
81,
87,
81,
81,
81,
86,
81,
81,
81,
87,
81,
81,
87,
81,
92,
86,
86,
86,
87,
87,
81,
81,
81,
87,
87,
87,
87,
81,
81,
87,
86,
87,
87,
81,
81,
87,
81,
86,
81,
81,
92,
81,
87,
95,
86,
86,
87,
87,
81,
87,
81,
87,
86,
87,
81,
87,
87,
81,
86,
86,
87,
87,
81,
86,
81,
81,
86,
81,
81,
87,
81,
86,
81,
81,
86,
87,
81,
81,
81,
86,
87,
81,
86,
87,
81,
81,
86,
87,
81,
86,
87,
86,
81,
81,
87,
86,
87,
87,
92,
81,
81,
87,
87,
81,
87,
81,
81,
87,
87,
87,
86,
92,
87,
81,
86,
81,
81,
87,
86,
86,
87,
87,
81,
81,
87,
87,
86,
87,
87,
81,
86,
81,
81,
86,
87,
87,
81,
87,
87,
87,
87,
81,
81,
86,
81,
87,
81,
81,
81,
81,
81,
87,
92,
87,
87,
86,
81,
87,
87,
87,
87,
87,
81,
81,
81,
86,
86,
81,
81,
87,
81,
81,
86,
86,
87,
87,
86,
86,
86,
86,
81,
87,
81,
87,
87,
87,
86,
81,
87,
81,
86,
86,
92,
86,
86,
87,
87,
87,
86,
81,
86,
86,
86,
81,
86,
81,
87,
81,
81,
86,
86,
